IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.33,43604,52.59.177.21,80,6,7.178,639,12815,7,12,27,3330,1,injection
192.168.1.195,61574,239.255.255.250,3702,17,153.0,8880,0,8,0,0,999,0,Benign
192.168.1.30,54716,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,59016,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,41852,192.168.1.195,80,6,7.0,458,2163,5,5,27,410,1,password
192.168.1.35,52680,192.168.1.195,80,6,7.0,707,696,5,4,27,291,1,injection
192.168.1.31,57580,192.168.1.152,80,6,7.0,164,112,3,2,19,27628,1,password
192.168.1.30,57310,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,40722,18.184.104.180,80,6,7.0,544,12815,6,12,27,1616,1,injection
192.168.1.30,42827,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.184,443,192.168.1.30,34624,6,91.0,52,52,1,1,17,16,0,Benign
192.168.1.31,55588,192.168.1.195,80,6,7.0,458,2163,5,5,27,226,1,password
192.168.1.36,46518,192.168.1.195,80,6,7.0,480,696,5,4,27,327,1,injection
192.168.1.33,33044,192.168.1.195,80,6,7.0,458,2163,5,5,27,325,1,password
192.168.1.31,59186,176.28.50.165,80,6,7.0,370,164,3,3,26,963,1,injection
192.168.1.30,40916,192.168.1.194,80,6,7.0,268,180,5,3,18,22890,1,ddos
192.168.1.36,45624,192.168.1.152,80,6,7.0,492,3812,5,7,27,152,1,xss
192.168.1.36,59860,192.168.1.190,80,6,7.0,614,2239,5,6,27,370,1,xss
192.168.1.36,53042,18.184.104.180,80,6,7.0,481,12815,5,12,27,1977,1,injection
192.168.1.31,43554,192.168.1.190,80,6,7.0,60,0,1,0,2,0,1,password
192.168.1.30,58798,192.168.1.190,80,6,7.0,164,1664,3,4,19,222,1,ddos
192.168.1.38,55126,192.168.1.190,80,6,7.0,268,2187,5,5,27,169,1,password
192.168.1.33,49006,192.168.1.184,443,6,91.0,1192,2215,10,8,31,393,1,injection
192.168.1.33,38446,192.168.1.190,80,6,7.0,579,2525,6,6,27,1094,1,injection
192.168.1.30,45596,192.168.1.1,53,17,5.0,130,146,2,2,0,3,1,dos
192.168.1.190,8744,199.7.83.42,53,17,5.0,74,953,1,1,0,11,0,Benign
192.168.1.184,443,192.168.1.31,59594,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.184,443,192.168.1.30,50678,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,55066,192.168.1.195,80,6,7.0,529,696,6,4,27,489,1,injection
192.168.1.33,34044,52.59.177.21,80,6,7.178,586,12815,6,12,27,1629,1,injection
192.168.1.33,43394,192.168.1.195,80,6,7.0,480,696,5,4,27,175,1,password
192.168.1.31,59878,192.168.1.152,80,6,7.0,216,112,4,2,19,157,1,injection
192.168.1.30,41738,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,52358,192.168.1.190,80,6,7.0,601,2239,6,6,27,254,1,ddos
192.168.1.193,64509,192.168.1.190,53,17,5.0,62,334,1,1,0,11,0,Benign
192.168.1.79,56900,192.168.1.255,15600,17,0.0,66,0,1,0,0,0,0,Benign
192.168.1.184,443,192.168.1.31,46140,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.184,443,192.168.1.30,46246,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.35,35592,52.59.177.21,80,6,7.178,655,12815,6,12,27,1674,1,injection
192.168.1.33,40198,192.168.1.195,80,6,7.0,100,52,2,1,18,1,1,password
192.168.1.193,50741,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10177,1,backdoor
192.168.1.37,8080,192.168.1.193,55977,6,131.0,208,200,2,1,24,57,0,Benign
192.168.1.33,38002,192.168.1.184,443,6,91.0,1155,7589,10,11,31,434,1,injection
192.168.1.30,40797,192.168.1.1,53,17,5.0,71,71,1,1,0,3,1,dos
192.168.1.36,52050,192.168.1.1,53,17,5.0,130,146,2,2,0,0,1,injection
192.168.1.184,443,192.168.1.31,54886,6,91.0,52,52,1,1,17,49,0,Benign
192.168.1.31,43814,192.168.1.152,80,6,7.0,493,3760,5,6,27,218,1,ddos
192.168.1.36,50490,192.168.1.190,80,6,7.0,631,2239,6,6,27,65,1,xss
192.168.1.30,48352,192.168.1.194,80,6,7.0,216,240,4,4,18,22052,1,ddos
192.168.1.30,57388,192.168.1.152,80,6,7.0,541,3760,5,6,27,125,1,scanning
192.168.1.31,50412,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,35330,192.168.1.195,80,6,7.0,480,696,5,4,27,249,1,injection
192.168.1.36,47294,192.168.1.190,80,6,7.0,566,2239,5,6,27,33,1,injection
192.168.1.30,57196,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.184,443,192.168.1.30,57198,6,91.0,52,52,1,1,17,47,0,Benign
192.168.1.30,46690,192.168.1.195,80,6,7.0,458,2163,5,5,27,200,1,password
192.168.1.30,56258,192.168.1.190,80,6,7.0,444,0,3,0,26,174,1,ddos
192.168.1.36,48702,192.168.1.152,80,6,7.0,216,3708,4,5,27,411,1,injection
192.168.1.36,48434,192.168.1.195,80,6,7.0,458,2163,5,5,27,348,1,injection
192.168.1.31,51588,192.168.1.152,80,6,7.0,420,3700,3,5,25,18,1,injection
192.168.1.36,51498,192.168.1.195,80,6,7.0,479,2052,5,5,27,1070,1,xss
192.168.1.36,53448,52.59.177.21,80,6,7.178,603,12815,6,12,27,1577,1,injection
192.168.1.35,37292,52.59.177.21,80,6,7.178,603,12815,5,12,27,1645,1,injection
192.168.1.30,42470,192.168.1.152,80,6,7.0,376,3708,3,5,27,116,1,password
192.168.1.195,62674,239.255.255.250,3702,17,153.0,8864,0,8,0,0,863,0,Benign
192.168.1.31,58430,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,46934,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.195,58662,192.168.1.79,9197,6,7.0,344,2022,5,6,27,30,0,Benign
192.168.1.37,8080,192.168.1.193,49260,6,131.0,208,200,2,1,24,49,0,Benign
192.168.1.35,46806,192.168.1.152,80,6,7.0,493,3812,5,7,27,96,1,xss
192.168.1.33,50284,192.168.1.190,80,6,7.0,528,2239,5,6,27,17,1,password
192.168.1.36,44798,192.168.1.152,80,6,7.0,482,3812,5,7,27,125,1,injection
192.168.1.30,51028,192.168.1.190,80,6,7.0,430,2239,3,6,27,205,1,ddos
192.168.1.31,55554,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,34280,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,55636,192.168.1.152,80,6,7.0,112,60,2,1,18,13,1,ddos
192.168.1.30,39996,192.168.1.184,80,6,7.0,268,335,5,3,27,413,1,ddos
192.168.1.184,443,192.168.1.31,52874,6,91.0,52,52,1,1,17,29,0,Benign
192.168.1.31,55416,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.190,6164,192.5.6.30,53,17,5.178,72,706,1,1,0,13,0,Benign
192.168.1.193,138,192.168.1.255,138,17,10.16,458,0,2,0,0,0,0,Benign
192.168.1.190,80,192.168.1.31,46456,6,7.0,60,52,1,1,18,27,0,Benign
192.168.1.30,39484,192.168.1.184,80,6,7.0,538,387,6,4,27,64,1,ddos
192.168.1.33,56144,192.168.1.152,80,6,7.0,502,3812,5,7,27,23,1,injection
192.168.1.184,443,192.168.1.30,34102,6,91.0,185,0,1,0,24,0,0,Benign
192.168.1.35,36876,192.168.1.184,443,6,91.0,1167,7589,10,11,31,206,1,injection
192.168.1.30,55082,192.168.1.190,80,6,7.0,112,60,2,1,18,73,1,ddos
192.168.1.38,48942,192.168.1.152,80,6,7.0,164,112,3,2,19,547,1,ddos
192.168.1.30,40818,192.168.1.152,80,6,7.0,451,3112,4,4,26,200,1,password
192.168.1.33,44049,192.168.1.193,445,6,41.0,4577,200,7,4,31,21,1,backdoor
192.168.1.31,40640,192.168.1.152,80,6,7.0,490,3760,5,6,27,131,1,ddos
192.168.1.30,60808,192.168.1.152,80,6,7.0,451,3760,5,6,27,106,1,password
192.168.1.30,38854,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.184,443,192.168.1.31,58362,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,43786,192.168.1.194,80,6,7.0,164,120,3,2,18,10338,1,ddos
192.168.1.36,46378,192.168.1.190,80,6,7.0,725,2239,7,6,27,71,1,xss
192.168.1.30,47693,192.168.1.1,53,17,5.0,67,67,1,1,0,18,1,ddos
192.168.1.31,54578,192.168.1.194,80,6,7.0,164,180,3,3,18,9692,1,ddos
192.168.1.30,57852,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.38,37066,192.168.1.190,80,6,7.0,514,2239,5,6,27,90,1,injection
192.168.1.30,51656,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.36,40942,52.59.177.21,80,6,7.178,658,12815,6,12,27,1798,1,injection
192.168.1.31,36368,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.193,56817,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10093,1,backdoor
192.168.1.30,36545,192.168.1.1,53,17,5.0,71,71,1,1,0,2,1,ddos
192.168.1.38,45758,192.168.1.152,80,6,7.0,746,3700,4,5,25,60,1,injection
192.168.1.31,34192,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,40978,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,50280,192.168.1.152,80,6,7.0,870,3760,5,6,27,62,1,scanning
192.168.1.36,59786,52.59.177.21,80,6,7.178,813,12815,5,12,27,1782,1,injection
192.168.1.36,53900,192.168.1.152,80,6,7.0,473,3760,5,6,27,321,1,injection
192.168.1.30,42824,192.168.1.152,80,6,7.0,459,164,4,3,27,189,1,injection
192.168.1.190,8909,200.3.13.14,53,17,5.0,82,387,1,1,0,331,0,Benign
192.168.1.33,58872,192.168.1.190,80,6,7.0,622,2239,5,6,27,76,1,password
192.168.1.30,41870,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,38048,192.168.1.152,80,6,7.0,471,3812,5,7,27,1785,1,injection
192.168.1.36,49558,192.168.1.152,80,6,7.0,559,3760,5,6,27,44,1,xss
192.168.1.184,443,192.168.1.30,45004,6,91.0,905,0,11,0,25,55424,0,Benign
192.168.1.30,36440,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,40106,6,91.0,52,52,1,1,17,4,0,Benign
192.168.1.31,60808,192.168.1.184,443,6,91.0,974,3922,8,14,26,27541,1,ddos
192.168.1.1,50812,192.168.1.195,63503,17,12.0,319,0,1,0,0,0,0,Benign
192.168.1.35,37396,192.168.1.195,80,6,7.0,484,736,5,5,27,459,1,password
192.168.1.184,443,192.168.1.30,59434,6,91.0,52,52,1,1,17,8,0,Benign
192.168.1.193,49465,192.168.1.37,8080,6,131.0,1440,1200,30,30,22,10168,1,backdoor
192.168.1.193,52953,192.168.1.37,8080,6,131.0,1440,1200,30,30,22,10098,1,backdoor
192.168.1.36,36362,192.168.1.190,80,6,7.0,593,2239,6,6,27,502,1,xss
192.168.1.30,48342,192.168.1.152,80,6,7.0,216,3708,4,5,27,149,1,password
192.168.1.35,59266,192.168.1.195,80,6,7.0,458,2163,5,5,27,365,1,injection
192.168.1.33,55732,192.168.1.190,80,6,7.0,754,2239,5,6,27,85,1,injection
192.168.1.184,443,192.168.1.31,49162,6,91.0,52,52,1,1,17,9,0,Benign
192.168.1.184,443,192.168.1.30,50538,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.195,64020,239.255.255.250,3702,17,153.0,8864,0,8,0,0,855,0,Benign
192.168.1.30,49892,192.168.1.190,80,6,7.0,112,2239,2,6,27,218,1,ddos
192.168.1.30,37288,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.33,53774,192.168.1.195,80,6,7.0,524,696,5,4,27,263,1,password
192.168.1.37,8080,192.168.1.193,56093,6,131.0,208,200,2,1,24,47,0,Benign
192.168.1.184,443,192.168.1.30,48126,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,45878,192.168.1.184,443,6,91.0,1167,7589,10,11,31,205,1,injection
192.168.1.30,58770,192.168.1.152,80,6,7.0,164,0,3,0,18,282,1,injection
192.168.1.35,51948,192.168.1.190,80,6,7.0,578,2291,6,7,27,100,1,xss
192.168.1.36,35102,52.59.177.21,80,6,7.178,904,12815,7,12,27,1668,1,injection
192.168.1.33,51824,192.168.1.1,53,17,5.0,130,146,2,2,0,4,1,injection
192.168.1.33,43186,192.168.1.195,80,6,7.0,517,696,5,4,27,2075,1,injection
192.168.1.184,443,192.168.1.30,59214,6,91.0,52,52,1,1,17,40,0,Benign
192.168.1.31,36719,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.31,45860,192.168.1.194,80,6,7.0,268,240,5,4,18,21688,1,scanning
192.168.1.36,56092,192.168.1.152,80,6,7.0,547,3812,5,7,27,100,1,xss
192.168.1.31,40118,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,59898,192.168.1.190,80,6,7.0,60,0,1,0,2,0,1,password
192.168.1.38,57524,52.59.177.21,80,6,7.178,614,12815,6,12,27,1693,1,injection
192.168.1.35,48742,176.28.50.165,80,6,7.0,216,112,4,2,19,1221,1,xss
192.168.1.30,37678,18.184.104.180,80,6,7.0,579,12815,6,12,27,1153,1,injection
192.168.1.195,64191,192.168.1.79,9197,6,7.0,396,2074,6,7,27,0,0,Benign
192.168.1.184,443,192.168.1.31,37636,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,40048,192.168.1.195,80,6,7.0,483,696,5,4,27,146,1,injection
192.168.1.190,61140,128.63.2.53,53,17,5.0,56,1125,1,1,0,308,0,Benign
192.168.1.36,44892,192.168.1.190,80,6,7.0,569,2239,6,6,27,46,1,xss
192.168.1.31,47822,192.168.1.194,80,6,7.0,216,180,4,3,18,9921,1,ddos
192.168.1.30,44392,52.59.177.21,80,6,7.178,604,12815,5,12,27,1447,1,injection
192.168.1.33,35898,192.168.1.195,80,6,7.0,498,2163,6,5,27,334,1,injection
192.168.1.33,54492,192.168.1.195,80,6,7.0,519,696,5,4,27,165,1,injection
192.168.1.36,49526,192.168.1.152,80,6,7.0,498,3760,5,6,27,260,1,injection
192.168.1.38,56038,192.168.1.190,80,6,7.0,520,2239,5,6,27,70,1,injection
192.168.1.30,47816,192.168.1.152,80,6,7.0,454,3760,5,6,27,8702,1,injection
192.168.1.31,54068,192.168.1.195,80,6,7.0,732,696,5,4,27,213,1,password
192.168.1.30,59656,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.35,40460,192.168.1.190,80,6,7.0,570,2239,6,6,27,59,1,xss
192.168.1.31,54824,192.168.1.190,80,6,7.0,112,60,2,1,18,1,1,password
192.168.1.33,46428,192.168.1.195,80,6,7.0,483,696,5,4,27,222,1,injection
192.168.1.36,42188,176.28.50.165,80,6,7.0,216,112,4,2,19,2973,1,injection
192.168.1.31,57362,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.31,41154,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,58570,192.168.1.190,80,6,7.0,104,0,2,0,17,497,1,injection
192.168.1.35,51110,192.168.1.195,80,6,7.0,458,2163,5,5,27,381,1,password
192.168.1.35,38326,192.168.1.184,443,6,91.0,1093,2163,9,7,31,118,1,injection
192.168.1.38,33500,192.168.1.184,443,6,91.0,52,40,1,1,21,0,1,ddos
192.168.1.33,49958,192.168.1.195,80,6,7.0,458,2203,5,6,27,457,1,password
192.168.1.31,43368,192.168.1.195,80,6,7.0,517,696,5,4,27,291,1,injection
192.168.1.36,42150,192.168.1.184,443,6,91.0,1198,2215,9,8,31,452,1,injection
192.168.1.33,41594,192.168.1.152,80,6,7.0,905,3812,6,7,27,56,1,injection
192.168.1.31,40454,192.168.1.190,80,6,7.0,423,2127,3,4,25,211,1,injection
192.168.1.33,39084,192.168.1.195,80,6,7.0,824,696,5,4,27,369,1,injection
192.168.1.30,60346,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,43186,192.168.1.190,80,6,7.0,706,2239,5,6,27,165,1,xss
192.168.1.30,43852,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.37,8080,192.168.1.193,56069,6,131.0,208,200,2,1,24,61,0,Benign
192.168.1.35,59490,192.168.1.195,80,6,7.0,526,696,6,4,27,218,1,injection
192.168.1.35,59140,192.168.1.195,80,6,7.0,180,132,4,3,19,296,1,xss
192.168.1.31,34418,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,44164,192.168.1.184,443,6,91.0,520,4479,5,12,26,26747,1,ddos
192.168.1.36,34364,192.168.1.152,80,6,7.0,477,3760,5,6,27,97,1,injection
192.168.1.37,4444,192.168.1.193,49231,6,0.0,208,200,2,1,24,57,0,Benign
192.168.1.38,43914,52.59.177.21,80,6,7.178,505,12755,4,11,25,672,1,injection
192.168.1.38,55036,192.168.1.190,80,6,7.0,496,104,4,2,25,367,1,injection
192.168.1.190,8294,203.119.86.101,53,17,5.0,129,800,1,1,0,22,0,Benign
192.168.1.31,55706,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.31,57434,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,44180,192.168.1.190,80,6,7.0,112,60,2,1,18,3,1,password
192.168.1.184,443,192.168.1.30,60290,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.184,443,192.168.1.31,36100,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,39986,192.168.1.152,80,6,7.0,112,60,2,1,18,20,1,ddos
192.168.1.184,443,192.168.1.30,48018,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,38254,192.168.1.195,80,6,7.0,458,2203,5,6,27,375,1,password
192.168.1.36,40666,192.168.1.195,80,6,7.0,458,2163,5,5,27,237,1,xss
192.168.1.1,51923,192.168.1.195,62642,17,12.0,319,0,1,0,0,0,0,Benign
192.168.1.30,54060,192.168.1.195,80,6,7.0,458,2163,5,5,27,233,1,injection
192.168.1.31,33660,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,41816,192.168.1.1,53,17,5.0,130,146,2,2,0,1,1,injection
192.168.1.36,46944,192.168.1.152,80,6,7.0,501,3760,5,6,27,131,1,injection
192.168.1.36,39144,192.168.1.190,80,6,7.0,512,2239,5,6,27,258,1,injection
192.168.1.30,33908,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.195,56846,192.168.1.79,7678,6,7.0,406,1945,5,6,27,26,0,Benign
192.168.1.184,443,192.168.1.30,45548,6,91.0,393,0,1,0,24,0,0,Benign
192.168.1.31,54150,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38772,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,33632,192.168.1.190,80,6,7.0,583,2239,5,6,27,33,1,scanning
192.168.1.36,45602,192.168.1.195,80,6,7.0,450,696,5,4,27,233,1,injection
192.168.1.30,51544,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.190,32517,65.22.6.1,53,17,5.0,82,346,1,1,0,125,0,Benign
192.168.1.79,36744,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.35,45340,192.168.1.195,80,6,7.0,494,696,5,4,27,172,1,injection
192.168.1.33,45578,192.168.1.184,443,6,91.0,1174,2319,10,10,31,540,1,injection
192.168.1.180,54238,199.15.83.22,43,6,170.0,241,225,4,4,30,58,0,Benign
192.168.1.33,45318,18.184.104.180,80,6,7.0,868,12815,6,12,27,1658,1,injection
192.168.1.36,55952,192.168.1.152,80,6,7.0,721,3760,5,6,27,65,1,injection
192.168.1.30,57556,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,34353,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.33,52352,192.168.1.195,80,6,7.0,562,696,5,4,27,263,1,password
192.168.1.79,46834,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.30,45034,192.168.1.184,443,6,91.0,112,60,2,1,18,15,1,ddos
192.168.1.31,47834,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.190,8581,199.7.83.42,53,17,5.0,67,1195,1,1,0,11,0,Benign
192.168.1.33,35750,192.168.1.195,80,6,7.0,458,2163,5,5,27,218,1,password
192.168.1.30,55572,192.168.1.184,443,6,91.0,112,60,2,1,18,4,1,ddos
192.168.1.195,51038,192.168.1.79,7678,6,7.0,387,1945,5,6,27,10,0,Benign
192.168.1.38,52348,52.59.177.21,80,6,7.178,535,12815,5,12,27,1719,1,injection
192.168.1.30,45488,52.59.177.21,80,6,7.178,454,12815,4,12,27,1926,1,injection
192.168.1.33,60132,192.168.1.195,80,6,7.0,458,2163,5,5,27,108,1,password
192.168.1.36,45064,192.168.1.195,80,6,7.0,504,696,5,4,27,396,1,injection
192.168.1.31,34702,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,40110,192.168.1.152,80,6,7.0,504,3812,5,7,27,108,1,xss
192.168.1.31,50890,192.168.1.152,80,6,7.0,727,3760,5,6,27,199,1,injection
192.168.1.35,52086,192.168.1.195,80,6,7.0,582,696,5,4,27,231,1,xss
192.168.1.31,53156,192.168.1.194,80,6,7.0,112,180,2,3,18,10520,1,ddos
192.168.1.30,37218,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,40266,18.184.104.180,80,6,7.0,645,12815,6,12,27,1529,1,injection
192.168.1.31,50208,18.184.104.180,80,6,7.0,614,12815,6,12,27,1741,1,injection
192.168.1.31,34544,176.28.50.165,80,6,7.0,526,2816,6,6,27,961,1,injection
192.168.1.36,43274,192.168.1.152,80,6,7.0,724,3752,4,6,25,9,1,xss
192.168.1.36,50240,192.168.1.195,80,6,7.0,458,2163,5,5,27,698,1,xss
192.168.1.31,58166,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38698,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.36,42834,192.168.1.190,80,6,7.0,621,2187,5,5,27,455,1,injection
192.168.1.36,36698,192.168.1.195,80,6,7.0,458,2163,5,5,27,241,1,injection
192.168.1.33,41432,192.168.1.190,80,6,7.0,611,2239,6,6,27,89,1,injection
192.168.1.36,56202,192.168.1.190,80,6,7.0,476,2187,4,5,27,4352,1,injection
192.168.1.31,48906,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,49062,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,36578,192.168.1.195,80,6,7.0,522,696,5,4,27,143,1,injection
192.168.1.184,443,192.168.1.30,36966,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,52262,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,42790,192.168.1.184,443,6,91.0,112,60,2,1,18,1,1,ddos
192.168.1.31,59920,192.168.1.194,80,6,7.0,268,240,5,4,18,22449,1,ddos
192.168.1.33,36118,192.168.1.195,80,6,7.0,458,2203,5,6,27,384,1,password
192.168.1.36,50106,192.168.1.184,443,6,91.0,1084,2215,8,8,31,167,1,injection
192.168.1.184,443,192.168.1.30,51746,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,43954,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.38,37836,192.168.1.190,80,6,7.0,511,2239,5,6,27,88,1,ddos
192.168.1.195,59437,192.168.1.1,41952,6,7.0,847,4426,11,13,27,0,0,Benign
192.168.1.31,55832,192.168.1.195,80,6,7.0,458,2163,5,5,27,463,1,password
192.168.1.31,35756,101.119.11.17,80,6,7.0,1408,1444,16,13,25,104557,1,injection
192.168.1.36,56602,192.168.1.190,80,6,7.0,462,164,4,3,26,365,1,injection
192.168.1.31,55712,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,58430,192.168.1.152,80,6,7.0,732,3812,4,7,27,165,1,scanning
192.168.1.31,40334,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,8080,192.168.1.193,49361,6,131.0,208,200,2,1,24,62,0,Benign
192.168.1.30,57906,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.35,49902,192.168.1.190,80,6,7.0,772,2239,5,6,27,129,1,injection
192.168.1.79,39869,192.168.1.195,64251,17,12.0,350,0,1,0,0,0,0,Benign
192.168.1.31,55084,192.168.1.184,443,6,91.0,60,0,1,0,2,0,1,ddos
192.168.1.184,443,192.168.1.30,50420,6,91.0,905,0,11,0,25,57417,0,Benign
192.168.1.31,55574,192.168.1.190,80,6,7.0,511,2239,5,6,27,309,1,ddos
192.168.1.30,32796,192.168.1.184,443,6,91.0,112,60,2,1,18,5,1,ddos
192.168.1.193,61163,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10136,1,backdoor
192.168.1.38,50992,192.168.1.152,80,6,7.0,871,3760,5,6,27,111,1,ddos
192.168.1.35,51620,192.168.1.195,80,6,7.0,521,736,5,5,27,294,1,injection
192.168.1.38,54864,192.168.1.190,80,6,7.0,952,2239,6,6,27,170,1,injection
18.184.104.180,80,192.168.1.36,34064,6,7.0,12815,468,12,4,27,1511,0,Benign
192.168.1.184,443,192.168.1.31,38600,6,91.0,586,0,7,0,25,31652,0,Benign
192.168.1.30,60602,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,ddos
192.168.1.36,49220,192.168.1.190,80,6,7.0,611,2239,5,6,27,61,1,injection
192.168.1.193,63846,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10235,1,backdoor
192.168.1.30,59831,192.168.1.1,53,17,5.0,71,71,1,1,0,3,1,ddos
192.168.1.36,47782,192.168.1.152,80,6,7.0,580,3760,5,6,27,68,1,injection
192.168.1.36,37314,192.168.1.152,80,6,7.0,474,3700,4,5,25,70,1,injection
192.168.1.36,52170,52.59.177.21,80,6,7.178,583,12815,6,12,27,1602,1,injection
192.168.1.30,49868,192.168.1.194,80,6,7.0,216,180,4,3,18,10224,1,ddos
192.168.1.36,50830,192.168.1.190,80,6,7.0,216,2239,4,6,27,214,1,xss
192.168.1.36,53556,52.59.177.21,80,6,7.178,639,12815,6,12,27,1667,1,injection
192.168.1.33,46820,192.168.1.195,80,6,7.0,458,2163,5,5,27,305,1,injection
192.168.1.33,33094,192.168.1.190,80,6,7.0,802,2239,6,6,27,112,1,injection
192.168.1.30,53592,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.79,60524,192.168.1.255,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.31,40536,192.168.1.152,80,6,7.0,532,3760,5,6,27,99,1,scanning
192.168.1.30,35116,192.168.1.190,80,6,7.0,112,60,2,1,18,3,1,password
192.168.1.30,46648,192.168.1.190,80,6,7.0,502,2239,5,6,27,1236,1,injection
